Artist,Venue,Location,Date,Year,Price,With,Notes,Setlist,Img,HL,VHL,W
Stone,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
Yard Act,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
Blossoms,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
YUNGBLUD,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
Wolf Alice,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
Liam Gallagher,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
Biffy Clyro,Leeds Festival,Bramham Park,27-Aug,2021,77.4,Katrina,Festival,,,1,1,1
Creeper,Key Club,Leeds,22-Aug,2021,14,Katrina,,,,1,1,1
Creeper,Key Club,Leeds,22-Aug,2021,14,Katrina,,,,1,1,1
Nothing But Thieves,The Wardrobe,Leeds,17-Aug,2021,11.5,Katrina,,,,1,1,1
Witch Fever,Fulford Arms,York,05-Aug,2021,,"Katrina, Florian, Dylan",Support,Yes,wf050821.jpg,0,0,0
Bob Vylan,Fulford Arms,York,05-Aug,2021,11.5,"Katrina, Florian, Dylan",,,,1,1,1
Wargasm,Blondies,London,02-Aug,2021,0,Katrina,K! Pit,,,1,1,1
Luke Yates (Sounds of Swami),The Parish,Huddersfield,31-Jul,2021,,Katrina,Support,,,0,0,0
Jamie Lenman,The Parish,Huddersfield,31-Jul,2021,20,Katrina,,,,1,1,1
Architects,Stylus,Leeds,24-Jul,2021,17.98,Katrina,,,,1,1,1
The Hara,Tramlines Festival,Sheffield,23-Jul,2021,,Katrina,Festival,,,0,0,0
Shelley Byron and the Poison Sleep,Tramlines Festival,Sheffield,23-Jul,2021,,Katrina,Festival,Yes,sb230721.jpg,0,0,0
Slow Readers Club,Tramlines Festival,Sheffield,23-Jul,2021,,Katrina,Festival,,,0,0,0
The Blinders,Tramlines Festival,Sheffield,23-Jul,2021,,Katrina,Festival,,,0,0,0
Circa Waves,Tramlines Festival,Sheffield,23-Jul,2021,,Katrina,Festival,,,0,0,0
Red Rum Club,Tramlines Festival,Sheffield,23-Jul,2021,,Katrina,Festival,,,0,0,0
The Kooks,Tramlines Festival,Sheffield,23-Jul,2021,,Katrina,Festival,,,0,0,0
The Streets,Tramlines Festival,Sheffield,23-Jul,2021,66.5,Katrina,Festival,,,1,1,1
Seasick Steve,Brudenell Social Club (Main),Leeds,20-Jul,2021,15.33,Katrina,,Yes,ss200721.jpg,1,1,1
Shame,The Crescent,York,03-Jun,2021,16.5,Katrina,Socially distant,Yes,sh030621.jpg,1,1,1
Squid,New Adelphi Club,Hull,28-May,2021,11.75,Katrina,Socially distant,Yes,sq280521.jpg,1,1,1
Blue Stragglers,Signature Brew Taproom,London,20-May,2021,,Katrina,Support,,,0,0,0
Phoxjaw,Signature Brew Taproom,London,20-May,2021,15,Katrina,,Yes,pj200521.jpg,1,1,1
Avalanche Party,The Crescent,York,13-Dec,2020,8.8,Katrina,Socially distant,Yes,ap131220.jpg,1,1,1
Jess Guise,York Barbican,York,08-Mar,2020,,Solo,Support,,,0,0,0
Micah Schnabel,York Barbican,York,08-Mar,2020,,Solo,Support,,,0,0,0
Frank Turner,York Barbican,York,08-Mar,2020,38.4,Solo,,,,1,1,1
Sam Shields,Twice Brewed Brew House,Twice Brewed,29-Feb,2020,,"Katrina, Morag, Richard",Support,,,0,0,0
Ian K Brown,Twice Brewed Brew House,Twice Brewed,29-Feb,2020,,"Katrina, Morag, Richard",Support,,,0,0,0
The Celia Bryce Band,Twice Brewed Brew House,Twice Brewed,29-Feb,2020,0,"Katrina, Morag, Richard",,,,1,1,1
MiG 15,Brudenell Social Club (Community),Leeds,27-Feb,2020,,Florian,Support,,,0,0,0
Full Colour,Brudenell Social Club (Community),Leeds,27-Feb,2020,,Florian,Support,,,0,0,0
Love Fame Tragedy,Brudenell Social Club (Community),Leeds,27-Feb,2020,16.65,Florian,,Yes,lft270220.jpg,1,1,1
Lost In Lavender Town,Satan's Hollow,Manchester,22-Feb,2020,,Katrina,Support,,,0,0,0
Exploring Birdsong,Satan's Hollow,Manchester,22-Feb,2020,,Katrina,Support,,,0,0,0
Thank You Scientist,Satan's Hollow,Manchester,22-Feb,2020,11,Katrina,,,,1,1,1
Dream Theater,Hammersmith Apollo,London,21-Feb,2020,70.15,Solo,,,,1,1,1
Ill Japonia,Leeds Irish Centre,Leeds,19-Feb,2020,,Florian,Support,,,0,0,0
black midi,Leeds Irish Centre,Leeds,19-Feb,2020,14.8,Florian,,,,1,1,1
Post Animal,Leeds Academy,Leeds,16-Feb,2020,,Katrina,Support,,,0,0,0
SWMRS,Leeds Academy,Leeds,16-Feb,2020,,Katrina,Support,,,0,0,0
Cage the Elephant,Leeds Academy,Leeds,16-Feb,2020,33.42,Katrina,,,,1,1,1
Mannequin Pussy,Manchester Albert Hall,Manchester,08-Feb,2020,,Solo,Support,,,0,0,0
Spanish Love Songs,Manchester Albert Hall,Manchester,08-Feb,2020,,Solo,Support,,,0,0,0
The Menzingers,Manchester Albert Hall,Manchester,08-Feb,2020,21.35,Solo,,,,1,1,1
Sea Legs,Headrow House,Leeds,07-Feb,2020,,Katrina,Support,,,0,0,0
Wuzi,Headrow House,Leeds,07-Feb,2020,,Katrina,Support,,,0,0,0
King Nun,Headrow House,Leeds,07-Feb,2020,8.8,Katrina,,Yes,kn070220.jpg,1,1,1
Twin Atlantic,The Wardrobe,Leeds,28-Jan,2020,10,Florian,,,,1,1,1
Orchards,Fulford Arms,York,27-Jan,2020,,Solo,Support,,,0,0,0
Indoor Pets,Fulford Arms,York,27-Jan,2020,11,Solo,,,,1,1,1
Sarah Gargano,Huddersfield Library,Huddersfield,19-Jan,2020,,Katrina,Support,,,0,0,0
Jeffrey Lewis,Huddersfield Library,Huddersfield,19-Jan,2020,13.75,Katrina,,,,1,1,1
Dayglow,Sheffield Academy,Sheffield,18-Dec,2019,,Katrina,Support,,,0,0,0
Hobo Johnson,Sheffield Academy,Sheffield,18-Dec,2019,21.32,Katrina,,,,1,1,1
Crocodylus,Brudenell Social Club (Main),Leeds,04-Dec,2019,,Katrina,Support,,,0,0,0
Bad Dreems,Brudenell Social Club (Main),Leeds,04-Dec,2019,,Katrina,Support,,,0,0,0
The Chats,Brudenell Social Club (Main),Leeds,04-Dec,2019,17.75,Katrina,,Yes,tc041219.jpg,1,1,1
Higher Peaks,Boilershop,Newcastle,30-Nov,2019,,Katrina,Support,,,0,0,0
Band of Skulls,Boilershop,Newcastle,30-Nov,2019,17.6,Katrina,,Yes,bs301119.jpg,1,1,1
Alfie Templeman,The Wardrobe,Leeds,28-Nov,2019,,Katrina,Support,,,0,0,0
Sports Team,The Wardrobe,Leeds,28-Nov,2019,13.35,Katrina,,,,1,1,1
Holly Humberstone,Brudenell Social Club (Community),Leeds,20-Nov,2019,,Jack,Support,,,0,0,0
Rhys Lewis,Brudenell Social Club (Community),Leeds,20-Nov,2019,14.75,Jack,,,,1,1,1
Jade Bird,Stylus,Leeds,15-Nov,2019,19,Katrina,,,,1,1,1
Static Dress,Venue 229,London,01-Nov,2019,,Katrina,Support,,,0,0,0
Creeper,Venue 229,London,01-Nov,2019,21.38,Katrina,,,,1,1,1
Refused,Manchester Academy 1,Manchester,31-Oct,2019,,Solo,Support,,,0,0,0
Thrice,Manchester Academy 1,Manchester,31-Oct,2019,35.5,Solo,,,,1,1,1
Rex Orange County,Leeds Academy,Leeds,28-Oct,2019,13.5,Katrina,,,,1,1,1
Blackout Problems,Brudenell Social Club (Main),Leeds,24-Oct,2019,,Henry,Support,,,0,0,0
Royal Republic,Brudenell Social Club (Main),Leeds,24-Oct,2019,18.55,Henry,,Yes,rr241019.jpg,1,1,1
Foals,Leeds Beckett Students Union,Leeds,24-Oct,2019,13.5,Henry,,,,1,1,1
John Mayer,Manchester Arena,Manchester,18-Oct,2019,50.3,Katrina,,,,1,1,1
Mayshe Mayshe,The Crescent,York,15-Oct,2019,,Florian,Support,,,0,0,0
Dream Nails,The Crescent,York,15-Oct,2019,,Florian,Support,,,0,0,0
She Drew the Gun,The Crescent,York,15-Oct,2019,13.2,Florian,,,,1,1,1
Leopard Rays,Georgian Theatre,Stockton,09-Oct,2019,,Katrina,Support,,,0,0,0
Pulled Apart By Horses,Georgian Theatre,Stockton,09-Oct,2019,13.6,Katrina,,,,1,1,1
Exploring Birdsong,Manchester Academy 3,Manchester,04-Oct,2019,,Florian,Support,,,0,0,0
Sleep Token,Manchester Academy 3,Manchester,04-Oct,2019,30,Florian,,,,1,1,1
Borderline,Basement York,York,03-Oct,2019,,Katrina,Support,,,0,0,0
Chapter and Verse,Basement York,York,03-Oct,2019,,Katrina,Support,,,0,0,0
Press to Meco,Basement York,York,03-Oct,2019,8,Katrina,,,,1,1,1
Microwave,Manchester Academy 3,Manchester,25-Sep,2019,,Solo,Support,,,0,0,0
Tiny Moving Parts,Manchester Academy 3,Manchester,25-Sep,2019,15.25,Solo,,,,1,1,1
Ann Arbor,Deaf Institute,Manchester,24-Sep,2019,,Solo,Support,,,0,0,0
Lizzy Farrall,Deaf Institute,Manchester,24-Sep,2019,,Solo,Support,,,0,0,0
Aaron West,Deaf Institute,Manchester,24-Sep,2019,13.2,Solo,,,,1,1,1
Phoebe Green,EartH,London,28-Aug,2019,,Solo,Support,,,0,0,0
Sundara Karma,EartH,London,28-Aug,2019,20,Solo,,,,1,1,1
Hockey Dad,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
PUP,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
Patent Pending,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
Zuzu,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
Drenge,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
Dream State,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
iDKHOW,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
Twisted Wheel,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
Twin Atlantic,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
You Me at Six,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
The Wombats,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
Black Honey,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
Royal Blood,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
The Maine,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
Hobo Johnson,Leeds Festival,Bramham Park,24-Aug,2019,,Katrina,Festival,,,0,0,0
The 1975,Leeds Festival,Bramham Park,24-Aug,2019,79.75,Katrina,Festival,,,1,1,1
The Loose Cut,Leeds Festival,Bramham Park,23-Aug,2019,,Katrina,Festival,,,0,0,0
Plague Vendor,Leeds Festival,Bramham Park,23-Aug,2019,,Katrina,Festival,,,0,0,0
The Faim,Leeds Festival,Bramham Park,23-Aug,2019,,Katrina,Festival,,,0,0,0
Enter Shikari,Leeds Festival,Bramham Park,23-Aug,2019,,Katrina,Festival,,,0,0,0
Stand Atlantic,Leeds Festival,Bramham Park,23-Aug,2019,,Katrina,Festival,,,0,0,0
Frank Carter,Leeds Festival,Bramham Park,23-Aug,2019,,Katrina,Festival,,,0,0,0
FIDLAR,Leeds Festival,Bramham Park,23-Aug,2019,,Katrina,Festival,,,0,0,0
Enter Shikari,Leeds Festival,Bramham Park,23-Aug,2019,,Katrina,Festival,,,0,0,0
Foo Fighters,Leeds Festival,Bramham Park,23-Aug,2019,79.75,Katrina,Festival,,,1,1,1
Hobo Johnson,Pryzm,London,21-Aug,2019,22,Solo,,,,1,1,1
Ed The Dog,The Sebright Arms,London,19-Aug,2019,,Solo,Support,,,0,0,0
Indoor Pets,The Sebright Arms,London,19-Aug,2019,,Solo,Support,,,0,0,0
Swimming Girls,The Sebright Arms,London,19-Aug,2019,,Solo,Support,,,0,0,0
The Vaccines,The Sebright Arms,London,19-Aug,2019,0,Solo,,,,1,1,1
Marthagunn,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Bill Jefferson,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Balcony,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
The Murder Capital,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Inhaler,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
The Coronas,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Banfi,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
DMA's,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Jade Bird,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Cleopatrick,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Dream Wife,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Fontaines D.C.,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Friendly Fires,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Bastille,Citadel Festival,London,14-Jul,2019,,Florian,Festival,,,0,0,0
Catfish and the Bottlemen,Citadel Festival,London,14-Jul,2019,23.25,Florian,Festival,,,1,1,1
Jamie Lenman,Islington Academy,London,07-Jul,2019,,Katrina,Lenmania,Yes,jl070719.jpg,0,0,0
False Advertising,Islington Academy,London,07-Jul,2019,,Katrina,Lenmania,,,0,0,0
Frauds,Islington Academy,London,07-Jul,2019,,Katrina,Lenmania,,,0,0,0
Orchards,Islington Academy,London,07-Jul,2019,,Katrina,Lenmania,,,0,0,0
Jamie Lenman,Islington Academy,London,07-Jul,2019,22.2,Katrina,Lenmania,,,1,1,1
Lyoness,The Old Blue Last,London,06-Jul,2019,,Katrina,Support,,,0,0,0
Witch Fever,The Old Blue Last,London,06-Jul,2019,,Katrina,Support,,,0,0,0
Gold Key,The Old Blue Last,London,06-Jul,2019,0,Katrina,,,,1,1,1
Petrol Girls,Electric Brixton,London,02-Jul,2019,,Solo,Support,,,0,0,0
Milk Teeth,Electric Brixton,London,02-Jul,2019,,Solo,Support,,,0,0,0
La Dispute,Electric Brixton,London,02-Jul,2019,26.1,Solo,,,,1,1,1
Alan Cowley,Club 85,Hitchin,30-Jun,2019,,Solo,Support,,,0,0,0
Jeffrey Lewis,Club 85,Hitchin,30-Jun,2019,13.2,Solo,,,,1,1,1
Ghost,Twickenham,London,20-Jan,2019,,Ollie Devlin,Support,,,0,0,0
Metallica,Twickenham,London,20-Jun,2019,35,Ollie Devlin,,,,1,1,1
Pale Waves,City of Manchester Stadium,Manchester,08-Jun,2019,,"Katrina, Richard",Support,,,0,0,0
Tom Morello,City of Manchester Stadium,Manchester,08-Jun,2019,,"Katrina, Richard",Support,,,0,0,0
Muse,City of Manchester Stadium,Manchester,08-Jun,2019,77.2,"Katrina, Richard",,,,1,1,1
Never Not Nothing,All Points East,London,31-May,2019,,Solo,Festival,,,0,0,0
Employed To Serve,All Points East,London,31-May,2019,,Solo,Festival,,,0,0,0
Sleeping With Sirens,All Points East,London,31-May,2019,,Solo,Festival,,,0,0,0
IDLES,All Points East,London,31-May,2019,,Solo,Festival,,,0,0,0
Nothing But Thieves,All Points East,London,31-May,2019,,Solo,Festival,,,0,0,0
While She Sleeps,All Points East,London,31-May,2019,,Solo,Festival,,,0,0,0
Architects,All Points East,London,31-May,2019,,Solo,Festival,,,0,0,0
Bring Me the Horizon,All Points East,London,31-May,2019,67.35,Solo,Festival,,,1,1,1
Your Life and Mine,The Parish,Huddersfield,17-May,2019,,Katrina,Support,,,0,0,0
The Escape Artist,The Parish,Huddersfield,17-May,2019,,Katrina,Support,,,0,0,0
Delaire The Liar,The Parish,Huddersfield,17-May,2019,,Katrina,Support,,,0,0,0
Chapter and Verse,The Parish,Huddersfield,17-May,2019,6.6,Katrina,,,,1,1,1
Catherine McGrath,Boilershop,Newcastle,05-May,2019,,"Katrina, Florian",Festival,,,0,0,0
Jamie Lee Harrison,Think Tank Underground,Newcastle,05-May,2019,,"Katrina, Florian",Festival,,,0,0,0
Pip Blom,Think Tank,Newcastle,05-May,2019,,"Katrina, Florian",Festival,Yes,pb050519.jpg,0,1,0
Swimming Tapes,Think Tank Underground,Newcastle,05-May,2019,,"Katrina, Florian",Festival,Yes,st050519.jpg,0,1,0
Sophie and the Giants,Boilershop,Newcastle,05-May,2019,,"Katrina, Florian",Festival,,,0,0,0
Ed The Dog,Riverside 2,Newcastle,05-May,2019,,"Katrina, Florian",Festival,,,0,1,0
Elli Ingram,Riverside,Newcastle,05-May,2019,,"Katrina, Florian",Festival,,,0,0,0
Sports Team,Riverside,Newcastle,05-May,2019,,"Katrina, Florian",Festival,,,0,0,0
Blaenavon,Boilershop,Newcastle,05-May,2019,,"Katrina, Florian",Festival,,,0,1,0
Mini Mansions,Riverside,Newcastle,05-May,2019,16.5,"Katrina, Florian",Festival,Yes,mm050519.jpg,1,1,1
The Murderburgers,Key Club,Leeds,16-Apr,2019,,Katrina,Support,,,0,0,0
Joyce Manor,Key Club,Leeds,16-Apr,2019,17.75,Katrina,,,,1,1,1
Bearings,Key Club,Leeds,13-Apr,2019,,Katrina,Support,,,0,0,0
VUKOVI,Key Club,Leeds,13-Apr,2019,,Katrina,Support,,,0,0,0
Set It Off,Key Club,Leeds,13-Apr,2019,14.45,Katrina,,,,1,1,1
Neon Salmon,Basement York,York,03-Mar,2019,,Florian,Support,,,0,0,0
FEVA,Basement York,York,03-Mar,2019,,Florian,Support,,,0,0,0
The Pale White,Basement York,York,03-Mar,2019,8.8,Florian,,,,1,1,1
Heirloom,Reds Bar,Newcastle,27-Feb,2019,,Katrina,Support,,,0,0,0
Sick Joy,Reds Bar,Newcastle,27-Feb,2019,,Katrina,Support,,,0,0,0
Demob Happy,Reds Bar,Newcastle,27-Feb,2019,12.25,Katrina,,,,1,1,1
Matthew Maltese,Stylus,Leeds,25-Feb,2019,,Katrina,Support,,,0,0,0
The Lemon Twigs,Stylus,Leeds,25-Feb,2019,17.43,Katrina,,Yes,lt250219.jpg,1,1,1
Never Not Nothing,Fibbers,York,23-Feb,2019,,Katrina,Support,,,0,0,0
Frank Carter,Fibbers,York,23-Feb,2019,21.25,Katrina,,,,1,1,1
Jimmy Eat World,Leeds Arena,Leeds,27-Jan,2019,,Solo,Support,,,0,0,0
Frank Turner,Leeds Arena,Leeds,27-Jan,2019,20,Solo,,,,1,1,1
Cake,Brudenell Social Club (Community),Leeds,21-Jan,2019,28.48,Katrina,,,,1,1,1
Surfbort,Brixton Academy,London,19-Dec,2018,,Florian,Support,,,0,0,0
Nova Twins,Brixton Academy,London,19-Dec,2018,,Florian,Support,,,0,0,0
Wolf Alice,Brixton Academy,London,19-Dec,2018,31.25,Florian,,,,1,1,1
YUNGBLUD,Royal Albert Hall,London,03-Dec,2018,,Katrina,Support,,,0,0,0
Muse,Royal Albert Hall,London,03-Dec,2018,107.75,Katrina,,,,1,1,1
Haggard Cat,Metropolis Studios,London,29-Nov,2018,,Katrina,Support,,,0,0,0
Band of Skulls,Metropolis Studios,London,29-Nov,2018,0,Katrina,,,,1,1,1
Demob Happy,Manchester Apollo,Manchester,20-Nov,2018,,Katrina,Support,,,0,0,0
Sunset Suns,Manchester Apollo,Manchester,20-Nov,2018,,Katrina,Support,,,0,0,0
Nothing But Thieves,Manchester Apollo,Manchester,20-Nov,2018,31.92,Katrina,,,,1,1,1
Willie J Healey,Leeds Academy,Leeds,19-Nov,2018,,Katrina,Support,,,0,0,0
Lady Bird,Leeds Academy,Leeds,19-Nov,2018,,Katrina,Support,,,0,0,0
Soft Play,Leeds Academy,Leeds,19-Nov,2018,23.75,Katrina,,,,1,1,1
Ecca Vandal,Stylus,Leeds,17-Nov,2018,,Solo,Support,,,0,0,0
Joyce Manor,Stylus,Leeds,17-Nov,2018,,Solo,Support,,,0,0,0
Basement,Stylus,Leeds,17-Nov,2018,21.45,Solo,,,,1,1,1
Naked Giants,Manchester Albert Hall,Manchester,07-Nov,2018,,Solo,Support,,,0,0,0
Car Seat Headrest,Manchester Albert Hall,Manchester,07-Nov,2018,21.75,Solo,,,,1,1,1
Delaire The Liar,Koko,London,01-Nov,2018,,Solo,Support,,,0,0,0
Puppy,Koko,London,01-Nov,2018,,Solo,Support,,,0,0,0
Creeper,Koko,London,01-Nov,2018,21.94,Solo,,,,1,1,1
Bryde,Think Tank,Newcastle,22-Oct,2018,,Katrina,Support,,,0,0,0
Arcane Roots,Think Tank,Newcastle,22-Oct,2018,0,Katrina,,Yes,ar221018.jpg,1,1,1
Gold Key,Key Club,Leeds,16-Oct,2018,,Katrina,Support,Yes,gk161018.jpg,0,0,0
Bossk,Key Club,Leeds,16-Oct,2018,,Katrina,Support,,,0,0,0
Black Peaks,Key Club,Leeds,16-Oct,2018,14.45,Katrina,,,,1,1,1
Bryde,Gorilla,Manchester,15-Oct,2018,,Katrina,Support,,,0,0,0
Arcane Roots,Gorilla,Manchester,15-Oct,2018,17.75,Katrina,,Yes,ar151018.jpg,1,1,1
Pepe Sylvia,Santiago's Bar,Leeds,04-Oct,2018,,Katrina,Support,,,0,0,0
Coffee Breath,Santiago's Bar,Leeds,04-Oct,2018,,Katrina,Support,,,0,0,0
Redwood,Santiago's Bar,Leeds,04-Oct,2018,5,Katrina,,,,1,1,1
ormstons,Oporto,Leeds,02-Oct,2018,,Katrina,Support,,,0,0,0
Courtyards,Oporto,Leeds,02-Oct,2018,,Katrina,Support,,,0,0,0
Airways,Oporto,Leeds,02-Oct,2018,8.95,Katrina,,,,1,1,1
Rex Orange County,Manchester Albert Hall,Manchester,26-Sep,2018,19.09,"Katrina, Sam Meadows, Amber", ,,,1,1,1
Semistereo,De Pul,Uden,21-Sep,2018,,Katrina,Support,,,0,0,0
All Points North,De Pul,Uden,21-Sep,2018,,Katrina,Support,,,0,0,0
Arcane Roots,De Pul,Uden,21-Sep,2018,9.88,Katrina,,,,1,1,1
Household Dogs,Brudenell Social Club (Community),Leeds,19-Sep,2018,,Katrina,Support,,,0,0,0
The Golden Age of TV,Brudenell Social Club (Community),Leeds,19-Sep,2018,,Katrina,Support,,,0,0,0
Fizzy Blood,Brudenell Social Club (Community),Leeds,19-Sep,2018,10.05,Katrina,,,,1,1,1
The Lemon Twigs,Sheffield Arena,Sheffield,18-Sep,2018,,Katrina,Support,,,0,0,0
Arctic Monkeys,Sheffield Arena,Sheffield,18-Sep,2018,68.42,Katrina,,,,1,1,1
Out Cold,The Fighting Cocks Kingston,London,23-Aug,2018,,Solo,Support,,,0,0,0
Trophy Eyes,The Fighting Cocks Kingston,London,23-Aug,2018,18.6,Solo,,,,1,1,1
Mouse On The Keys,Islington Assembly Hall,London,17-Aug,2018,,Solo,Support,,,0,0,0
La Dispute,Islington Assembly Hall,London,17-Aug,2018,26.95,Solo,,,,1,1,1
Nile Rodgers and Chic,July Course,Newmarket,10-Aug,2018,0,Dad,NN,,,1,1,1
Mellor,The Horn,St Albans,07-Aug,2018,,"Matt Coote, Megan, Eleanor, Lewis Sallows, Lewis Deakin Davies",Support,,,0,0,0
Didi,The Horn,St Albans,07-Aug,2018,5,"Matt Coote, Megan, Eleanor, Lewis Sallows, Lewis Deakin Davies", ,,,1,1,1
Plan B,July Course,Newmarket,27-Jul,2018,0,Dad,NN,,,1,1,1
Alfie Scully,Mudlarks Vegan Cafe,Hertford,26-Jul,2018,,"Matt Coote, Megan, Eleanor",Support,,,0,0,0
Redwood,Mudlarks Vegan Cafe,Hertford,26-Jul,2018,0,"Matt Coote, Megan, Eleanor", ,,,1,1,1
Airways,Mama Liz's,Stamford,21-Jul,2018,8.8,Katrina,,,,1,1,1
Boston Manor,The Forum,Hatfield,13-Jul,2018,,Katrina,Support,,,0,0,0
Enter Shikari,The Forum,Hatfield,13-Jul,2018,27.5,Katrina,,,,1,1,1
Shirt,Hammersmith Apollo,London,26-Jun,2018,,Katrina,Support,,,0,0,0
Jack White,Hammersmith Apollo,London,26-Jun,2018,61,Katrina,,,,1,1,1
Black Moth Super Rainbow,Royal Festival Hall,London,22-Jun,2018,,Katrina,Support,,,0,0,0
Nine Inch Nails,Royal Festival Hall,London,22-Jun,2018,30.38,Katrina,,,,1,1,1
The Faim,Fibbers,York,13-May,2018,,Katrina,Support,,,0,0,0
Boston Manor,Fibbers,York,13-May,2018,,Katrina,Support,,,0,0,0
Lower Than Atlantis,Fibbers,York,13-May,2018,19.4,Katrina,,,,1,1,1
Conflare,Jimmy's,Manchester,03-May,2018,,Katrina,Support,,,0,0,0
Jack Conman,Jimmy's,Manchester,03-May,2018,,Katrina,Support,,,0,0,0
Airways,Jimmy's,Manchester,03-May,2018,6.75,Katrina,,,,1,1,1
To Kill A King,Royal Albert Hall,London,16-Apr,2018,,Lucy,Support,,,0,0,0
Bastille,Royal Albert Hall,London,16-Apr,2018,50.75,Lucy,,,,1,1,1
AW,Islington Academy,London,12-Apr,2018,,Solo,Support,,,0,0,0
The Wonder Years,Islington Academy,London,12-Apr,2018,,Solo,Support,,,0,0,0
The Wonder Years,Islington Academy,London,12-Apr,2018,22.2,Solo,,,,1,1,1
Preservation Hall Jazz Band,Wembley Arena,London,11-Apr,2018,,Solo,Support,,,0,0,0
Arcade Fire,Wembley Arena,London,11-Apr,2018,66.18,Solo,,,,1,1,1
Against the Current,Millenium Dome,London,31-Mar,2018,,Katrina,Support,,,0,0,0
Fall Out Boy,Millenium Dome,London,31-Mar,2018,51.75,Katrina,,,,1,1,1
Honey Arcade,Lending Room,Leeds,12-Mar,2018,,Katrina,Support,,,0,0,0
Brand New Friend,Lending Room,Leeds,12-Mar,2018,,Katrina,Support,,,0,0,0
Pretty Vicious,Lending Room,Leeds,12-Mar,2018,10.05,Katrina,,,,1,1,1
Arcane Roots,Gorilla,Manchester,02-Mar,2018,15.55,Katrina,,,,1,1,1
Koyo (UK),Headrow House,Leeds,24-Feb,2018,,Henry,Support,,,0,0,0
Forever Cult,Headrow House,Leeds,24-Feb,2018,,Henry,Support,,,0,0,0
Fizzy Blood,Headrow House,Leeds,24-Feb,2018,10.05,Henry,,,,1,1,1
Rival Bones,Soup Kitchen,Manchester,22-Feb,2018,,Katrina,Support,,,0,0,0
Forever Cult,Soup Kitchen,Manchester,22-Feb,2018,,Katrina,Support,,,0,0,0
Fizzy Blood,Soup Kitchen,Manchester,22-Feb,2018,10.05,Katrina,,Yes,fb220218.jpg,1,1,1
Valeras,The Underground,Bradford,11-Feb,2018,,Florian,Support,,,0,0,0
The Night Cafe,The Underground,Bradford,11-Feb,2018,,Florian,Support,,,0,0,0
The Wombats,The Underground,Bradford,11-Feb,2018,20,Florian,,,,1,1,1
Good Tiger,Manchester Academy 2,Manchester,26-Jan,2018,,Katrina,Support,,,0,0,0
Mingle Harde,Manchester Academy 2,Manchester,26-Jan,2018,17.6,Katrina,,,,1,1,1
Marilyn Manson,Manchester Apollo,Manchester,04-Dec,2017,39.88,Katrina,,,,1,1,1
Ecca Vandal,Manchester Ritz,Manchester,03-Dec,2017,,Katrina,Support,,,0,0,0
Basement,Manchester Ritz,Manchester,03-Dec,2017,,Katrina,Support,,,0,0,0
Frank Carter,Manchester Ritz,Manchester,03-Dec,2017,20.88,Katrina,,,,1,1,1
Solsara,The Flapper,Birmingham,27-Nov,2017,,Katrina,Support,,,0,0,0
