Artist,Venue,Location,Date,Year,Price,With,Notes,Setlist,Img,HL,VHL,W
Fleshwater,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
DEAD POET SOCIETY,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
Koyo,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
Electric Six,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
Demob Happy,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
One Step Closer,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
Holding Absence,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
The Chisel,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
Casey,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
Lynks,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
Hundred Reasons,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
Jamie Lenman,2000 Trees Festival,Upcote Farm,08-Jul,2023,,Katrina,Festival,,,0,0,0
American Football,2000 Trees Festival,Upcote Farm,08-Jul,2023,41.88,Katrina,Festival,,,1,1,1
Love Is Noise,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
RXPTRS,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Telltale,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Blackgold,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
New Pagans,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Origami Angel,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Paledusk,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Joyce Manor,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Zulu,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Public Body,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Brutus,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Microwave,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Gurriers,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Kublai Khan TX,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Hell Is For Heroes,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
As Everything Unfolds,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Dinosaur Pile-Up,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Empire State Bastard,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
De Staat,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Rival Schools,2000 Trees Festival,Upcote Farm,07-Jul,2023,,Katrina,Festival,,,0,0,0
Bullet for My Valentine,2000 Trees Festival,Upcote Farm,07-Jul,2023,41.87,Katrina,Festival,,,1,1,1
Profiler,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Exit Child,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Cage Fight,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Gaffa Tape Sandy,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Five Lines,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Aaron West,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Unpeople,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,Yes,up060723.jpg,0,0,0
Kid Kapichi,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Bob Vylan,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
No Devotion,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
The Wonder Years,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Bat Sabbath,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Funke and the Two Tone Baby,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Skindred,2000 Trees Festival,Upcote Farm,06-Jul,2023,,Katrina,Festival,,,0,0,0
Soft Play,2000 Trees Festival,Upcote Farm,06-Jul,2023,41.87,Katrina,Festival,,,1,1,1
Delaire The Liar,2000 Trees Festival,Upcote Farm,05-Jul,2023,,Katrina,Festival,,,0,0,0
Press to Meco,2000 Trees Festival,Upcote Farm,05-Jul,2023,,Katrina,Festival,,,0,0,0
SNAYX,2000 Trees Festival,Upcote Farm,05-Jul,2023,,Katrina,Festival,,,0,0,0
Tigercub,2000 Trees Festival,Upcote Farm,05-Jul,2023,,Katrina,Festival,,,0,0,0
Haggard Cat,2000 Trees Festival,Upcote Farm,05-Jul,2023,,Katrina,Festival,,,0,0,0
Bob Vylan,2000 Trees Festival,Upcote Farm,05-Jul,2023,,Katrina,Festival,,,0,0,0
Holding Absence,2000 Trees Festival,Upcote Farm,05-Jul,2023,41.88,Katrina,Festival,,,1,1,1
Spoon,Manchester Arena,Manchester,22-Jun,2023,,Katrina,Support,,,0,0,0
The Black Keys,Manchester Arena,Manchester,22-Jun,2023,54.58,Katrina,,,,1,1,1
Coach Party,Piece Hall,Halifax,20-Jun,2023,,Solo,Support,,,0,0,0
Queens of the Stone Age,Piece Hall,Halifax,20-Jun,2023,51.13,Solo,,,,1,1,1
Redwood,Key Club,Leeds,18-Jun,2023,,Katrina,Support,,,0,0,0
The Dear Hunter,Key Club,Leeds,18-Jun,2023,17,Katrina,,,,1,1,1
Teri Gender Bender,Manchester Apollo,Manchester,17-Jun,2023,,Katrina,Support,,,0,0,0
The Mars Volta,Manchester Apollo,Manchester,17-Jun,2023,54.23,Katrina,,Yes,mv170623.jpg,1,1,1
Tenacious D,Millenium Dome,London,16-Jun,2023,57.75,"Katrina, Richard",,,,1,1,1
MAKENESS,Manchester Albert Hall,Manchester,15-Jun,2023,,Katrina,Support,,,0,0,0
Unknown Mortal Orchestra,Manchester Albert Hall,Manchester,15-Jun,2023,29.85,Katrina,,,,1,1,1
Lorna Shore,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Soul Glo,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Avatar,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Behemoth,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Sim,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Dinosaur Pile-Up,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Palaye Royale,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
I Prevail,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Parkway Drive,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Bad Religion,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Set It Off,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Jazmin Bean,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Beauty School,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Touche Amore,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Ghost,Download Festival,Donington Park,11-Jun,2023,,Katrina,Festival,,,0,0,0
Slipknot,Download Festival,Donington Park,11-Jun,2023,67.4,Katrina,Festival,,,1,1,1
Motionless in White,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Disturbed,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Alexisonfire,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Clutch,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Ice Nine Kills,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
FEVER 333,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Polaris,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Static Dress,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Rituals,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Lake Malice,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Bob Vylan,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Deaf Havana,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
GWAR,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Placebo,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Creeper,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,Yes,cr100623.jpg,0,0,0
Coheed and Cambria,Download Festival,Donington Park,10-Jun,2023,,Katrina,Festival,,,0,0,0
Metallica,Download Festival,Donington Park,10-Jun,2023,67.4,Katrina,Festival,,,1,1,1
Pupil Slicer,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Stand Atlantic,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Witch Fever,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Nova Twins,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Hot Milk,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Elvana,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Demob Happy,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Asking Alexandria,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Pendulum,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
The Blackout,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Within Temptation,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Architects,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Empire State Bastard,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
PUP,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
VV,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Carpenter Brut,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Evanescence,Download Festival,Donington Park,09-Jun,2023,,Katrina,Festival,,,0,0,0
Bring Me the Horizon,Download Festival,Donington Park,09-Jun,2023,67.4,Katrina,Festival,,,1,1,1
Fearless Vampire Killers,Download Festival,Donington Park,08-Jun,2023,,Katrina,Festival,,,0,0,0
Jinjer,Download Festival,Donington Park,08-Jun,2023,,Katrina,Festival,,,0,0,0
A.A. Williams,Download Festival,Donington Park,08-Jun,2023,,Katrina,Festival,,,0,0,0
Haken,Download Festival,Donington Park,08-Jun,2023,,Katrina,Festival,,,0,0,0
Puscifer,Download Festival,Donington Park,08-Jun,2023,,Katrina,Festival,,,0,0,0
Halestorm,Download Festival,Donington Park,08-Jun,2023,,Katrina,Festival,,,0,0,0
Alter Bridge,Download Festival,Donington Park,08-Jun,2023,,Katrina,Festival,,,0,0,0
Perturbator,Download Festival,Donington Park,08-Jun,2023,,Katrina,Festival,,,0,0,0
Skindred,Download Festival,Donington Park,08-Jun,2023,,Katrina,Festival,,,0,0,0
Metallica,Download Festival,Donington Park,08-Jun,2023,67.4,Katrina,Festival,,,1,1,1
Elton John,Leeds Arena,Leeds,06-Jun,2023,197.22,Katrina,,,,1,1,1
SKYND,Manchester Academy 1,Manchester,04-Jun,2023,,Katrina,Support,,,0,0,0
Ice Nine Kills,Manchester Academy 1,Manchester,04-Jun,2023,24.56,Katrina,,,,1,1,1
The Hives,Old Trafford,Manchester,02-Jun,2023,,Katrina,Support,,,0,0,0
Arctic Monkeys,Old Trafford,Manchester,02-Jun,2023,80.5,Katrina,,,,1,1,1
Tchotchke,New Century Hall,Manchester,31-May,2023,,Katrina,Support,,,0,0,0
The Lemon Twigs,New Century Hall,Manchester,31-May,2023,20.38,Katrina,,Yes,lt310523.jpg,1,1,1
Demob Happy,Vinyl Whistle,Leeds,30-May,2023,6,Katrina,,,,1,1,1
Snake Eyes,The Garage,London,29-May,2023,,Solo,Support,,,0,0,0
Trophy Eyes,The Garage,London,29-May,2023,21,Solo,,Yes,te290523.jpg,1,1,1
Sincere Engineer,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Millie Manders and The Shutup,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Destroy Boys,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Teenage Bottlerocket,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Movements,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Hawthorne Heights,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Spanish Love Songs,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Holding Absence,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Flogging Molly,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Static Dress,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Wargasm,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Gogol Bordello,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Boston Manor,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
The Menzingers,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Bowling For Soup,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Less Than Jake,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
PVRIS,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Creeper,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Billy Talent,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Malevolence,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
The Offspring,Slam Dunk Festival North,Leeds,28-May,2023,,Katrina,Festival,,,0,0,0
Enter Shikari,Slam Dunk Festival North,Leeds,28-May,2023,88.15,Katrina,Festival,,,1,1,1
Sincere Engineer,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Heriot,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Youth Fountain,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Emarosa,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
SeeYouSpaceCowboy…,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Movements,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Hawthorne Heights,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Spanish Love Songs,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Holding Absence,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Fireworks,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Static Dress,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Wargasm,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Gogol Bordello,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Boston Manor,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Four Year Strong,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
The Menzingers,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,Yes,mz270523.jpg,0,0,0
The Academy Is…,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Creeper,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,Yes,cr270523.jpg,0,0,0
Billy Talent,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
The Hunna,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Malevolence,Slam Dunk Festival South,Hatfield,27-May,2023,,Solo,Festival,,,0,0,0
Enter Shikari,Slam Dunk Festival South,Hatfield,27-May,2023,88.15,Solo,Festival,,,1,1,1
Scene Queen,Wembley Arena,London,26-May,2023,,Solo,Support,,,0,0,0
Loathe,Wembley Arena,London,26-May,2023,,Solo,Support,,,0,0,0
VUKOVI,Wembley Arena,London,26-May,2023,,Solo,Support,,,0,0,0
Underoath,Wembley Arena,London,26-May,2023,,Solo,Support,,,0,0,0
Halestorm,Wembley Arena,London,26-May,2023,,Solo,Support,,,0,0,0
Creeper,Wembley Arena,London,26-May,2023,,Solo,Support,,,0,0,0
Boston Manor,Wembley Arena,London,26-May,2023,25,Solo,,,,1,1,1
Voka Gentle,The Lexington,London,25-May,2023,,Solo,Support,,,0,0,0
Model/Actriz,The Lexington,London,25-May,2023,13.2,Solo,,Yes,ma250523.jpg,1,1,1
AJJ,Paramount,Huntingdon,20-May,2023,,Katrina,Support,,,0,0,0
The Front Bottoms,Paramount,Huntingdon,20-May,2023,44.65,Katrina,,,,1,1,1
Laura Wolf,Elsewhere,New York City,18-May,2023,,Katrina,Support,,,0,0,0
Childish Japes,Elsewhere,New York City,18-May,2023,,Katrina,Support,,,0,0,0
Bent Knee,Elsewhere,New York City,18-May,2023,16.53,Katrina,,,,1,1,1
Yard Act,Brudenell Social Club (Main),Leeds,12-May,2023,22.3,Solo,,,,1,1,1
Love Is Noise,Leeds Beckett Students Union,Leeds,11-May,2023,,Solo,Support,,,0,0,0
Acres,Leeds Beckett Students Union,Leeds,11-May,2023,,Solo,Support,,,0,0,0
Dayseeker,Leeds Beckett Students Union,Leeds,11-May,2023,16.9,Solo,,,,1,1,1
Yard Act,Brudenell Social Club (Main),Leeds,10-May,2023,22.3,Dylan,,,,1,1,1
Yard Act,Brudenell Social Club (Main),Leeds,08-May,2023,22.3,Katrina,,,,1,1,1
Tapir,Leeds Irish Centre,Leeds,03-May,2023,,Solo,Support,,,0,0,0
"Black Country, New Road",Leeds Irish Centre,Leeds,03-May,2023,30,Solo,,,,1,1,1
Oakman,Satan's Hollow,Manchester,27-Apr,2023,,Katrina,Support,,,0,0,0
Modern Error,Satan's Hollow,Manchester,27-Apr,2023,,Katrina,Support,,,0,0,0
Delaire The Liar,Satan's Hollow,Manchester,27-Apr,2023,15.4,Katrina,,,,1,1,1
Oakman,Boston Music Room,London,26-Apr,2023,,Solo,Support,,,0,0,0
Modern Error,Boston Music Room,London,26-Apr,2023,,Solo,Support,,,0,0,0
Delaire The Liar,Boston Music Room,London,26-Apr,2023,17.5,Solo,,Yes,dl270423.jpg,1,1,1
Áine Deane,Electric Ballroom,London,25-Apr,2023,,Solo,Support,,,0,0,0
Hozier,Electric Ballroom,London,25-Apr,2023,35.25,Solo,,,,1,1,1
Arm's Length,Key Club,Leeds,23-Apr,2023,,Solo,Support,,,0,0,0
Hot Mulligan,Key Club,Leeds,23-Apr,2023,17.5,Solo,,,,1,1,1
Surface Waves,Boom (Millwright Street),Leeds,21-Apr,2023,,Katrina,Support,,,0,0,0
The Nightmares,Boom (Millwright Street),Leeds,21-Apr,2023,,Katrina,Support,,,0,0,0
Miss Vincent,Boom (Millwright Street),Leeds,21-Apr,2023,9.3,Katrina,,,,1,1,1
Safe At Any Speed,The Wardrobe,Leeds,19-Apr,2023,,"Katrina, Dylan",,,,0,0,0
Stone,The Wardrobe,Leeds,19-Apr,2023,13.38,"Katrina, Dylan",,,,1,1,1
The St Pierre Snake Invasion,Brudenell Social Club (Main),Leeds,15-Apr,2023,,Katrina,Support,,,0,0,0
The Guru Guru,Brudenell Social Club (Main),Leeds,15-Apr,2023,,Katrina,Support,Yes,gg180423.jpg,0,0,0
Jamie Lenman,Brudenell Social Club (Main),Leeds,15-Apr,2023,20.1,Katrina,,Yes,jl180423.jpg,1,1,1
Pool Kids,Brudenell Social Club (Main),Leeds,14-Apr,2023,,Solo,Support,,,0,0,0
Oceanator,Brudenell Social Club (Main),Leeds,14-Apr,2023,,Solo,Support,,,0,0,0
La Dispute,Brudenell Social Club (Main),Leeds,14-Apr,2023,21.5,Solo,,,,1,1,1
Kkett,The Cluny,Newcastle,07-Apr,2023,,Katrina,Support,Yes,kk070423.jpg,0,0,0
YOURCODENAMEIS:MILO,The Cluny,Newcastle,07-Apr,2023,16.75,Katrina,,Yes,ym070423.jpg,1,1,1
Tay Oskee,Leeds Beckett Students Union,Leeds,04-Apr,2023,,Katrina,Support,,,0,0,0
The Cat Empire,Leeds Beckett Students Union,Leeds,04-Apr,2023,31.97,Katrina,,Yes,ce040423.jpg,1,1,1
Heartworms,Foundry,Sheffield,02-Apr,2023,,Katrina,Support,,,0,0,0
Black Honey,Foundry,Sheffield,02-Apr,2023,14.3,Katrina,,,,1,1,1
Dance Gavin Dance,Leeds Arena,Leeds,23-Mar,2023,,Solo,Support,,,0,0,0
Papa Roach,Leeds Arena,Leeds,23-Mar,2023,,Solo,Support,,,0,0,0
Don Broco,Leeds Arena,Leeds,23-Mar,2023,55.25,Solo,,,,1,1,1
Charming Liars,Stylus,Leeds,16-Mar,2023,,Katrina,Support,,,0,0,0
Static Dress,Stylus,Leeds,16-Mar,2023,,Katrina,Support,,,0,0,0
Sleeping With Sirens,Stylus,Leeds,16-Mar,2023,29.85,Katrina,,,,1,1,1
Fall Out Boy,Band On The Wall,Manchester,15-Mar,2023,56.98,Katrina,,,,1,1,1
As Everything Unfolds,New Century Hall,Manchester,14-Mar,2023,,Solo,Support,,,0,0,0
Enter Shikari,New Century Hall,Manchester,14-Mar,2023,30.8,Solo,,,,1,1,1
Invent Animate,Stylus,Leeds,11-Mar,2023,,Solo,Support,,,0,0,0
Silent Planet,Stylus,Leeds,11-Mar,2023,,Solo,Support,,,0,0,0
ERRA,Stylus,Leeds,11-Mar,2023,20,Solo,,,,1,1,1
Panic! at the Disco,Manchester Arena,Manchester,10-Mar,2023,64.13,Katrina,,,,1,1,1
Guise,The Crescent,York,08-Mar,2023,,"Dylan, Amy",Support,,,0,0,0
Beans On Toast,The Crescent,York,08-Mar,2023,18.15,"Dylan, Amy",,,,1,1,1
Lewis Sallows,Piano Smithfield,London,01-Mar,2023,13.52,Katrina,,,,1,1,1
Circe,Brudenell Social Club (Main),Leeds,23-Feb,2023,,Katrina,Support,,,0,0,0
VLURE,Brudenell Social Club (Main),Leeds,23-Feb,2023,,Katrina,Support,,,0,0,0
Lynks,Brudenell Social Club (Main),Leeds,23-Feb,2023,14.05,Katrina,,,,1,1,1
Sarah Armitage,The Crescent,York,21-Feb,2023,,Katrina,Support,,,0,0,0
She Drew the Gun,The Crescent,York,21-Feb,2023,14.3,Katrina,,,,1,1,1
Lumer,Stylus,Leeds,20-Feb,2023,,Solo,Support,,,0,0,0
The Murder Capital,Stylus,Leeds,20-Feb,2023,16.5,Solo,,,,1,1,1
The Rock Orchestra by Candlelight,Edinburgh Playhouse,Edinburgh,18-Feb,2023,44,"Katrina, Richard, Morag",,,,1,1,1
Blackout Problems,New Century Hall,Manchester,16-Feb,2023,,Katrina,Support,,,0,0,0
Noahfinnce,New Century Hall,Manchester,16-Feb,2023,,Katrina,Support,,,0,0,0
Enter Shikari,New Century Hall,Manchester,16-Feb,2023,30.8,Katrina,,,,1,1,1
Beauty School,Stylus,Leeds,06-Feb,2023,,Solo,Support,,,0,0,0
oso oso,Stylus,Leeds,06-Feb,2023,,Solo,Support,,,0,0,0
Mom Jeans.,Stylus,Leeds,06-Feb,2023,20.1,Solo,,,,1,1,1
Ali Horn,The Parish,Huddersfield,04-Feb,2023,,Katrina,Support,,,0,0,0
Red Rum Club,The Parish,Huddersfield,04-Feb,2023,17,Katrina,,,,1,1,1
Lottery Winners,York Barbican,York,31-Jan,2023,,Solo,Support,,,0,0,0
Frank Turner,York Barbican,York,31-Jan,2023,40.3,Solo,,,,1,1,1
Kayleigh Goldsworthy,Manchester Club Academy,Manchester,29-Jan,2023,,Katrina,Support,,,0,0,0
L.S. Dunes,Manchester Club Academy,Manchester,29-Jan,2023,26,Katrina,,,,1,1,1
Joe Appleford,Brickyard,Carlisle,27-Jan,2023,,Katrina,Support,,,0,0,0
Void of Vision,Brickyard,Carlisle,27-Jan,2023,,Katrina,Support,,,0,0,0
Holding Absence,Brickyard,Carlisle,27-Jan,2023,17.5,Katrina,,,,1,1,1
Void of Vision,Welly 2,Hull,26-Jan,2023,,Solo,Support,,,0,0,0
Holding Absence,Welly 2,Hull,26-Jan,2023,16.5,Solo,,,,1,1,1
Gold Bloom,Independent,Sunderland,24-Jan,2023,,Solo,Support,,,0,0,0
Void of Vision,Independent,Sunderland,24-Jan,2023,,Solo,Support,,,0,0,0
Holding Absence,Independent,Sunderland,24-Jan,2023,17.62,Solo,,,,1,1,1
Modern Error,The Drill,Lincoln,22-Jan,2023,,Solo,Support,,,0,0,0
Void of Vision,The Drill,Lincoln,22-Jan,2023,,Solo,Support,,,0,0,0
Holding Absence,The Drill,Lincoln,22-Jan,2023,17.5,Solo,,,,1,1,1
Northlane,Manchester Albert Hall,Manchester,19-Jan,2023,,Solo,Support,,,0,0,0
Sleep Token,Manchester Albert Hall,Manchester,19-Jan,2023,31.25,Solo,,,,1,1,1
Eidola,Stylus,Leeds,17-Jan,2023,,Katrina,Support,,,0,0,0
Rain City Drive,Stylus,Leeds,17-Jan,2023,,Katrina,Support,,,0,0,0
Dance Gavin Dance,Stylus,Leeds,17-Jan,2023,19.8,Katrina,,,,1,1,1
Eidola,Manchester Ritz,Manchester,15-Jan,2023,,Solo,Support,,,0,0,0
Rain City Drive,Manchester Ritz,Manchester,15-Jan,2023,,Solo,Support,,,0,0,0
Dance Gavin Dance,Manchester Ritz,Manchester,15-Jan,2023,26.5,Solo,,,,1,1,1
Heartsink,The Parish,Huddersfield,15-Dec,2022,,Katrina,Support,,,0,0,0
Calva Louise,The Parish,Huddersfield,15-Dec,2022,,Katrina,Support,,,0,0,0
Boston Manor,The Parish,Huddersfield,15-Dec,2022,19.75,Katrina,,,,1,1,1
